,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
2710778,4/12/2017 18:38,4/12/2017 18:42,273,Clinton St & Joralemon St,Kane St & Clinton St,Subscriber,Male,1972
2418389,4/5/2017 18:06,4/5/2017 18:17,630,6 Ave & Canal St,W 15 St & 7 Ave,Subscriber,Male,1985
5309535,6/4/2017 19:22,6/4/2017 19:28,347,W 56 St & 10 Ave,Broadway & W 56 St,Subscriber,Male,1955
6209483,6/21/2017 7:55,6/21/2017 7:57,98,South End Ave & Liberty St,South End Ave & Liberty St,Subscriber,Female,1960
6199671,6/20/2017 22:02,6/20/2017 22:07,305,Fulton St & Rockwell Pl,Clermont Ave & Lafayette Ave,Subscriber,Male,1985
3273104,4/24/2017 17:46,4/24/2017 17:51,317,E 47 St & Park Ave,E 39 St & 2 Ave,Subscriber,Male,1972
6047053,6/17/2017 21:23,6/17/2017 21:32,495,E 12 St & 3 Ave,Allen St & Rivington St,Subscriber,Male,1983
6451583,6/25/2017 10:17,6/25/2017 10:40,1388,S 4 St & Rodney St,Clinton St & Grand St,Customer,,
4519233,5/19/2017 17:58,5/19/2017 18:15,1032,Central Park S & 6 Ave,W 67 St & Broadway,Customer,,
6723534,6/29/2017 14:52,6/29/2017 16:55,7386,Old Fulton St,Old Fulton St,Customer,,
650105,1/29/2017 3:06,1/29/2017 3:10,268,Allen St & Stanton St,Pike St & E Broadway,Subscriber,Female,1979
4289817,5/16/2017 8:30,5/16/2017 8:35,295,8 Ave & W 33 St,Broadway & W 49 St,Subscriber,Male,1987
1677874,3/6/2017 17:13,3/6/2017 17:18,265,Greenwich St & Hubert St,Reade St & Broadway,Subscriber,Male,1983
3122170,4/21/2017 9:18,4/21/2017 9:23,308,Union Ave & Wallabout St,Division Ave & Hooper St,Subscriber,Female,1992
6158510,6/20/2017 12:05,6/20/2017 12:15,592,Lafayette St & E 8 St,Division St & Bowery,Subscriber,Male,1973
6054143,6/18/2017 9:10,6/18/2017 9:12,152,Henry St & Grand St,Clinton St & Grand St,Subscriber,Male,1946
3228015,4/23/2017 17:35,4/23/2017 17:53,1056,Broadway & W 60 St,Grand Army Plaza & Central Park S,Customer,,
4106970,5/11/2017 17:50,5/11/2017 18:08,1068,W 31 St & 7 Ave,E 11 St & 2 Ave,Subscriber,Female,1968
1703383,3/7/2017 15:59,3/7/2017 16:06,434,Pershing Square North,W 33 St & 7 Ave,Subscriber,Male,1970
5636715,6/10/2017 15:25,6/10/2017 15:41,928,FDR Drive & E 35 St,Broadway & W 56 St,Customer,,
1793345,3/9/2017 17:17,3/9/2017 17:24,415,Pershing Square North,W 33 St & 7 Ave,Subscriber,Male,1969
1393089,2/25/2017 12:08,2/25/2017 12:30,1311,5 Ave & E 88 St,W 92 St & Broadway,Customer,,
1414549,2/25/2017 21:32,2/25/2017 21:54,1316,Broadway & Roebling St,1 Ave & E 18 St,Subscriber,Female,1975
4831904,5/26/2017 15:45,5/26/2017 16:12,1594,Washington St & Gansevoort St,Clinton St & Grand St,Subscriber,Male,1982
4647018,5/22/2017 8:57,5/22/2017 9:03,355,Hudson St & Reade St,Cleveland Pl & Spring St,Subscriber,Male,1977
4194394,5/14/2017 11:27,5/14/2017 11:38,615,Broadway & W 36 St,Broadway & E 22 St,Customer,,
4376357,5/17/2017 15:11,5/17/2017 15:32,1202,2 Ave & E 99 St,5 Ave & E 63 St,Subscriber,Male,1992
4736921,5/24/2017 9:29,5/24/2017 9:37,487,MacDougal St & Prince St,8 Ave & W 16 St,Subscriber,,
4306194,5/16/2017 13:35,5/16/2017 13:43,445,E 23 St & 1 Ave,Cooper Square & E 7 St,Subscriber,Male,1965
2444049,4/6/2017 19:26,4/6/2017 19:35,500,E 15 St & 3 Ave,E 25 St & 2 Ave,Subscriber,Female,1973
5768649,6/12/2017 21:10,6/12/2017 21:40,1777,West St & Chambers St,11 Ave & W 59 St,Subscriber,Female,1958
5868762,6/14/2017 17:17,6/14/2017 17:56,2358,Henry St & Grand St,E 76 St & 3 Ave,Subscriber,Female,1982
74339,1/5/2017 6:44,1/5/2017 6:50,384,8 Ave & W 31 St,Greenwich Ave & 8 Ave,Subscriber,Male,1978
3061605,4/19/2017 18:20,4/19/2017 18:35,909,W 31 St & 7 Ave,Cleveland Pl & Spring St,Subscriber,Male,1988
1226634,2/21/2017 8:17,2/21/2017 8:26,550,Pershing Square North,E 17 St & Broadway,Subscriber,Male,1969
3674241,5/2/2017 20:47,5/2/2017 20:50,154,Riverside Dr & W 104 St,W 106 St & Amsterdam Ave,Subscriber,Male,1992
481343,1/22/2017 11:20,1/22/2017 11:23,191,W 13 St & 5 Ave,Washington Pl & 6 Ave,Subscriber,Male,1978
1005386,2/14/2017 7:39,2/14/2017 7:55,939,W 82 St & Central Park West,5 Ave & E 88 St,Subscriber,Male,1957
3648389,5/2/2017 15:23,5/2/2017 16:02,2298,S 4 St & Rodney St,Throop Ave & Myrtle Ave,Subscriber,Female,1987
2976840,4/18/2017 7:44,4/18/2017 7:57,794,MacDougal St & Prince St,Broad St & Bridge St,Subscriber,Male,1965
1339852,2/24/2017 7:57,2/24/2017 8:20,1377,Columbus Ave & W 72 St,E 17 St & Broadway,Subscriber,Male,1972
3780563,5/4/2017 18:03,5/4/2017 18:57,3219,W 52 St & 11 Ave,E 7 St & Avenue A,Subscriber,Female,1993
2773160,4/13/2017 21:13,4/13/2017 21:21,465,Bayard St & Baxter St,Peck Slip & Front St,Subscriber,Male,1980
565683,1/26/2017 7:34,1/26/2017 7:42,447,E 2 St & Avenue C,Great Jones St,Subscriber,Male,1971
2535354,4/9/2017 13:26,4/9/2017 13:49,1371,Lafayette St & E 8 St,South St & Gouverneur Ln,Subscriber,Male,1984
1395793,2/25/2017 12:56,2/25/2017 13:03,401,E 25 St & 1 Ave,E 7 St & Avenue A,Subscriber,Female,1987
5320479,6/5/2017 7:58,6/5/2017 9:21,5004,Brooklyn Bridge Park - Pier 2,Cadman Plaza E & Tillary St,Customer,,
4070651,5/11/2017 7:26,5/11/2017 7:33,425,Commerce St & Van Brunt St,Atlantic Ave & Furman St,Subscriber,Female,1979
4389700,5/17/2017 17:57,5/17/2017 18:06,562,Jackson Ave & 46 Rd,46 Ave & 5 St,Customer,,
6800377,6/30/2017 17:41,6/30/2017 17:44,170,W 20 St & 8 Ave,W 26 St & 8 Ave,Subscriber,Male,1957
5681294,6/11/2017 13:16,6/11/2017 13:21,272,Mercer St & Bleecker St,E 12 St & 3 Ave,Subscriber,Male,1966
6009055,6/16/2017 20:05,6/16/2017 20:29,1413,Throop Ave & Myrtle Ave,Forsyth St & Broome St,Subscriber,Female,1986
1688397,3/6/2017 21:28,3/6/2017 21:31,188,E 81 St & York Ave,E 74 St & 1 Ave,Subscriber,Male,1986
2733599,4/13/2017 9:04,4/13/2017 9:12,470,E 4 St & 2 Ave,Franklin St & W Broadway,Subscriber,Male,1993
1345999,2/24/2017 9:21,2/24/2017 9:37,979,E 32 St & Park Ave,Cleveland Pl & Spring St,Subscriber,Male,1981
2031987,3/24/2017 8:56,3/24/2017 9:10,857,E 25 St & 2 Ave,W 13 St & 5 Ave,Subscriber,Female,1988
6587469,6/27/2017 13:55,6/27/2017 14:01,382,W 13 St & 6 Ave,W 24 St & 7 Ave,Subscriber,Male,1951
252422,1/13/2017 8:06,1/13/2017 8:23,1041,Carmine St & 6 Ave,Broadway & E 22 St,Subscriber,Male,1979
3670576,5/2/2017 19:38,5/2/2017 20:21,2555,W 41 St & 8 Ave,Broadway & W 53 St,Subscriber,Male,1982
5121541,6/1/2017 16:19,6/1/2017 16:28,528,John St & William St,Bayard St & Baxter St,Subscriber,Male,1966
4729862,5/24/2017 8:15,5/24/2017 8:21,338,E 25 St & 1 Ave,E 24 St & Park Ave S,Subscriber,Male,1971
4766125,5/24/2017 18:02,5/24/2017 18:12,563,W Broadway & Spring St,W 13 St & 6 Ave,Subscriber,Male,1956
2321677,4/3/2017 9:56,4/3/2017 10:21,1481,Fulton St & Rockwell Pl,W 13 St & 5 Ave,Subscriber,Male,1976
6014149,6/16/2017 23:03,6/16/2017 23:07,209,E 4 St & 2 Ave,E 7 St & Avenue A,Subscriber,Male,1978
2981738,4/18/2017 8:42,4/18/2017 8:48,378,1 Ave & E 68 St,E 55 St & 3 Ave,Subscriber,Male,1988
4637472,5/21/2017 22:11,5/21/2017 22:23,690,Banker St & Meserole Ave,Metropolitan Ave & Bedford Ave,Customer,,
3485563,4/29/2017 14:12,4/29/2017 14:36,1440,W 39 St & 9 Ave,Broadway & W 58 St,Customer,,
1852173,3/12/2017 18:11,3/12/2017 18:22,685,W 78 St & Broadway,W 47 St & 10 Ave,Subscriber,Male,1992
1852067,3/12/2017 18:05,3/12/2017 18:14,571,8 Ave & W 16 St,W 20 St & 11 Ave,Subscriber,Male,1970
4428854,5/18/2017 10:32,5/18/2017 10:38,346,8 Ave & W 31 St,11 Ave & W 27 St,Subscriber,Male,1990
1802466,3/9/2017 19:28,3/9/2017 19:35,428,E 15 St & 3 Ave,E 3 St & 1 Ave,Subscriber,Male,1987
3791506,5/4/2017 20:46,5/4/2017 21:01,902,Cherry St,E 27 St & 1 Ave,Subscriber,Male,1987
932001,2/8/2017 9:29,2/8/2017 9:37,449,Columbus Ave & W 72 St,11 Ave & W 59 St,Subscriber,Female,1985
261652,1/13/2017 11:48,1/13/2017 12:00,709,York St & Jay St,Rivington St & Chrystie St,Subscriber,Male,1968
5465012,6/7/2017 19:07,6/7/2017 19:13,348,West St & Chambers St,Watts St & Greenwich St,Subscriber,,
5353666,6/5/2017 17:52,6/5/2017 18:10,1053,York St & Jay St,E 5 St & Avenue C,Subscriber,Male,1986
3244281,4/24/2017 7:51,4/24/2017 8:02,662,Cleveland Pl & Spring St,E 17 St & Broadway,Subscriber,Male,1967
2674970,4/12/2017 7:12,4/12/2017 7:15,191,Hudson St & Reade St,Centre St & Chambers St,Subscriber,Male,1975
2722449,4/12/2017 22:58,4/12/2017 23:01,175,Bond St & Schermerhorn St,Bond St & Bergen St,Subscriber,Male,1974
1544609,3/1/2017 17:37,3/1/2017 17:49,733,E 16 St & 5 Ave,St Marks Pl & 2 Ave,Subscriber,Male,1973
811593,2/3/2017 14:19,2/3/2017 14:23,278,5 Ave & E 78 St,5 Ave & E 73 St,Customer,,
4859668,5/27/2017 9:23,5/27/2017 9:58,2098,9 Ave & W 22 St,W 20 St & 11 Ave,Subscriber,Male,1977
2616793,4/11/2017 6:48,4/11/2017 6:52,252,Columbia Heights & Cranberry St,Hicks St & Montague St,Subscriber,Female,1987
2325362,4/3/2017 12:16,4/3/2017 12:49,1946,York St & Jay St,Rivington St & Chrystie St,Subscriber,Male,1985
1855578,3/13/2017 5:46,3/13/2017 5:56,575,W 31 St & 7 Ave,E 15 St & 3 Ave,Subscriber,Male,1975
1740477,3/8/2017 14:48,3/8/2017 15:07,1118,E 53 St & Madison Ave,East End Ave & E 86 St,Subscriber,Male,1963
5391272,6/6/2017 16:13,6/6/2017 17:00,2864,Bayard St & Baxter St,Bayard St & Baxter St,Subscriber,Male,1988
1988318,3/22/2017 17:52,3/22/2017 18:07,929,E 16 St & 5 Ave,W 33 St & 7 Ave,Subscriber,Male,1977
3231592,4/23/2017 18:30,4/23/2017 18:43,795,Pershing Square South,5 Ave & E 29 St,Customer,,
1800756,3/9/2017 18:55,3/9/2017 19:04,569,2 Ave & E 31 St,6 Ave & W 33 St,Subscriber,Male,1983
4037086,5/10/2017 15:03,5/10/2017 15:19,943,E 2 St & Avenue B,Barclay St & Church St,Subscriber,Male,1987
6328501,6/22/2017 20:25,6/22/2017 20:59,2056,Riverside Dr & W 72 St,West St & Chambers St,Customer,,
1873481,3/13/2017 17:37,3/13/2017 17:47,600,Carmine St & 6 Ave,E 19 St & 3 Ave,Subscriber,Male,1954
6145337,6/20/2017 8:10,6/20/2017 8:31,1239,E 13 St & Avenue A,E 40 St & 5 Ave,Subscriber,Male,1981
60804,1/4/2017 16:57,1/4/2017 17:06,582,5 Ave & E 78 St,E 65 St & 2 Ave,Subscriber,Male,1987
6157470,6/20/2017 11:41,6/20/2017 12:13,1909,E 55 St & 2 Ave,E 81 St & 3 Ave,Subscriber,Female,1973
97974,1/5/2017 19:28,1/5/2017 19:35,398,W 43 St & 6 Ave,W 33 St & 7 Ave,Subscriber,Male,1964
1531863,3/1/2017 9:33,3/1/2017 9:36,174,York St & Jay St,Old Fulton St,Subscriber,Male,1977
3836835,5/6/2017 13:27,5/6/2017 13:53,1559,E 10 St & Avenue A,W 45 St & 8 Ave,Subscriber,Male,1971
4603213,5/21/2017 13:23,5/21/2017 13:41,1061,Myrtle Ave & Lewis Ave,DeKalb Ave & S Portland Ave,Subscriber,Female,1985
5578346,6/9/2017 16:19,6/9/2017 16:26,394,Murray St & Greenwich St,Front St & Maiden Ln,Subscriber,Male,1963
6727845,6/29/2017 16:10,6/29/2017 16:19,558,E 33 St & 5 Ave,W 22 St & 8 Ave,Subscriber,Male,1965
638046,1/28/2017 13:52,1/28/2017 13:56,218,9 Ave & W 22 St,W 20 St & 7 Ave,Subscriber,Female,1968
5767534,6/12/2017 20:45,6/12/2017 20:56,713,W 20 St & 11 Ave,6 Ave & Canal St,Subscriber,Male,1985
5610896,6/10/2017 8:54,6/10/2017 8:57,205,Henry St & Poplar St,Hicks St & Montague St,Subscriber,Male,1981
6675217,6/28/2017 18:24,6/28/2017 18:32,451,University Pl & E 14 St,Mercer St & Bleecker St,Subscriber,Male,1956
5292881,6/4/2017 13:01,6/4/2017 13:09,480,E 91 St & Park Ave,Central Park W & W 96 St,Subscriber,Male,1998
508616,1/23/2017 13:54,1/23/2017 14:00,364,E 17 St & Broadway,W 4 St & 7 Ave S,Subscriber,Male,1980
6094716,6/18/2017 20:41,6/18/2017 20:56,879,DeKalb Ave & Hudson Ave,Emerson Pl & Myrtle Ave,Subscriber,Female,1982
13019,1/1/2017 18:26,1/1/2017 18:38,732,W 43 St & 10 Ave,W 24 St & 7 Ave,Subscriber,Male,1967
4841890,5/26/2017 17:51,5/26/2017 17:57,383,E 2 St & 2 Ave,E 2 St & Avenue B,Customer,,
164991,1/10/2017 16:10,1/10/2017 16:16,412,W 18 St & 6 Ave,Washington Pl & 6 Ave,Subscriber,Male,1987
6485193,6/25/2017 18:37,6/25/2017 19:08,1898,9 Ave & W 22 St,Murray St & Greenwich St,Customer,,
2708797,4/12/2017 18:18,4/12/2017 18:23,286,Willoughby St & Fleet St,Clinton Ave & Myrtle Ave,Subscriber,Male,1967
5437998,6/7/2017 13:20,6/7/2017 13:28,444,Watts St & Greenwich St,Greenwich Ave & 8 Ave,Subscriber,Male,1992
333045,1/16/2017 19:09,1/16/2017 19:21,689,E 27 St & 1 Ave,E 7 St & Avenue A,Subscriber,Male,1989
2914400,4/16/2017 20:12,4/16/2017 20:31,1123,Cleveland Pl & Spring St,Vesey Pl & River Terrace,Customer,,
5612834,6/10/2017 9:43,6/10/2017 9:48,306,Liberty St & Broadway,West St & Chambers St,Subscriber,Female,1966
1656022,3/5/2017 20:29,3/5/2017 20:34,335,Barrow St & Hudson St,Greenwich St & Hubert St,Subscriber,Female,1973
5519049,6/8/2017 17:38,6/8/2017 17:48,586,W 52 St & 6 Ave,1 Ave & E 62 St,Subscriber,Male,1981
3311490,4/26/2017 8:27,4/26/2017 8:32,331,Driggs Ave & N Henry St,Graham Ave & Conselyea St,Subscriber,Female,1981
1992476,3/22/2017 19:31,3/22/2017 19:36,323,Suffolk St & Stanton St,Henry St & Grand St,Subscriber,Female,1979
1228070,2/21/2017 8:40,2/21/2017 9:06,1534,E 85 St & 3 Ave,W 38 St & 8 Ave,Subscriber,,
4838030,5/26/2017 17:04,5/26/2017 17:35,1844,Greenwich Ave & 8 Ave,Amsterdam Ave & W 82 St,Subscriber,Male,1969
3730330,5/3/2017 19:33,5/3/2017 19:35,127,Richardson St & N Henry St,Driggs Ave & N Henry St,Subscriber,Male,1986
4744323,5/24/2017 12:18,5/24/2017 12:22,250,8 Ave & W 33 St,W 34 St & 11 Ave,Subscriber,Male,1968
1336431,2/24/2017 5:58,2/24/2017 6:07,548,MacDougal St & Prince St,University Pl & E 14 St,Subscriber,Male,1991
3499018,4/29/2017 16:57,4/29/2017 17:01,251,Old Fulton St,York St & Jay St,Subscriber,Female,1993
5224207,6/3/2017 9:46,6/3/2017 9:49,152,Lexington Ave & E 24 St,E 17 St & Broadway,Subscriber,Male,1989
90239,1/5/2017 16:29,1/5/2017 16:35,393,Stanton St & Chrystie St,Bialystoker Pl & Delancey St,Subscriber,Male,1967
5028629,5/31/2017 7:53,5/31/2017 8:10,1044,W 13 St & Hudson St,Bus Slip & State St,Subscriber,Male,1958
2151889,3/28/2017 17:39,3/28/2017 17:58,1154,5 Ave & E 78 St,E 55 St & Lexington Ave,Subscriber,Male,1986
1614133,3/3/2017 16:13,3/3/2017 16:16,157,Bus Slip & State St,South St & Gouverneur Ln,Subscriber,Male,1959
3679761,5/3/2017 5:47,5/3/2017 5:51,263,W 42 St & 8 Ave,W 53 St & 10 Ave,Subscriber,Male,1983
2046243,3/24/2017 17:03,3/24/2017 17:13,576,Broadway & E 14 St,Allen St & Rivington St,Subscriber,Male,1952
2797272,4/14/2017 13:40,4/14/2017 13:47,425,Bond St & Schermerhorn St,Concord St & Bridge St,Subscriber,Male,1983
2336276,4/3/2017 16:59,4/3/2017 17:09,595,Front St & Maiden Ln,Leonard St & Church St,Subscriber,Male,1977
1650797,3/5/2017 15:57,3/5/2017 16:05,446,8 Ave & W 52 St,E 59 St & Madison Ave,Subscriber,Male,1975
2222971,3/30/2017 16:24,3/30/2017 16:40,953,Cadman Plaza West & Montague St,Willoughby Ave & Hall St,Subscriber,Female,1976
5229439,6/3/2017 11:28,6/3/2017 11:32,264,Grand St & Elizabeth St,St James Pl & Oliver St,Subscriber,Male,1986
6124133,6/19/2017 14:16,6/19/2017 14:26,626,Mercer St & Bleecker St,E 2 St & Avenue C,Subscriber,Female,1978
2986961,4/18/2017 9:52,4/18/2017 9:56,255,Rivington St & Chrystie St,W Broadway & Spring St,Subscriber,Male,1990
484619,1/22/2017 12:59,1/22/2017 13:17,1104,Central Park W & W 96 St,Central Park West & W 76 St,Customer,,
6513933,6/26/2017 10:08,6/26/2017 10:11,210,W 18 St & 6 Ave,W 25 St & 6 Ave,Subscriber,Male,1986
4066898,5/11/2017 0:02,5/11/2017 0:09,443,Bayard St & Baxter St,Duane St & Greenwich St,Subscriber,Male,1990
5910105,6/15/2017 9:44,6/15/2017 9:57,778,Lafayette St & E 8 St,W 37 St & Broadway,Subscriber,Male,1983
525383,1/24/2017 22:36,1/24/2017 22:51,935,W 100 St & Manhattan Ave,W 100 St & Manhattan Ave,Subscriber,Female,1971
4476647,5/19/2017 6:45,5/19/2017 6:57,693,9 Ave & W 22 St,E 27 St & 1 Ave,Subscriber,,
6202918,6/21/2017 0:51,6/21/2017 0:59,478,Graham Ave & Withers St,Leonard St & Boerum St,Subscriber,Male,1981
2700762,4/12/2017 16:58,4/12/2017 17:08,629,W 26 St & 10 Ave,W 46 St & 11 Ave,Customer,,
2521692,4/9/2017 6:42,4/9/2017 6:48,373,Catherine St & Monroe St,Stanton St & Chrystie St,Subscriber,Male,1988
5032247,5/31/2017 8:40,5/31/2017 9:04,1427,E 5 St & Avenue C,South End Ave & Liberty St,Subscriber,Female,1981
5644424,6/10/2017 17:07,6/10/2017 17:54,2812,W 46 St & 11 Ave,Central Park W & W 96 St,Customer,,
2653382,4/11/2017 17:41,4/11/2017 17:55,833,W 43 St & 6 Ave,Central Park West & W 68 St,Customer,,
5709658,6/11/2017 20:41,6/11/2017 20:47,354,Graham Ave & Conselyea St,Bedford Ave & Nassau Ave,Subscriber,Male,1985
6424275,6/24/2017 17:09,6/24/2017 17:24,905,W 92 St & Broadway,Broadway & W 60 St,Subscriber,Male,1982
4072316,5/11/2017 7:51,5/11/2017 8:08,1052,E 75 St & 3 Ave,Broadway & W 41 St,Subscriber,Male,1994
3134923,4/21/2017 15:09,4/21/2017 15:16,414,W 27 St & 7 Ave,W 26 St & 10 Ave,Subscriber,Male,1962
5912605,6/15/2017 10:38,6/15/2017 10:45,382,E 25 St & 2 Ave,5 Ave & E 29 St,Subscriber,Male,1983
3429349,4/28/2017 15:16,4/28/2017 15:19,167,West St & Chambers St,Warren St & Church St,Subscriber,Male,1975
2335375,4/3/2017 16:44,4/3/2017 17:01,1036,E 39 St & 3 Ave,E 85 St & 3 Ave,Subscriber,Male,1961
5212058,6/2/2017 20:05,6/2/2017 20:10,347,W 67 St & Broadway,W 54 St & 9 Ave,Subscriber,Female,1972
6632689,6/28/2017 8:00,6/28/2017 8:05,285,Central Park West & W 85 St,Riverside Dr & W 82 St,Subscriber,Female,1952
6577293,6/27/2017 10:07,6/27/2017 10:11,240,E 40 St & 5 Ave,Broadway & W 36 St,Subscriber,Male,1986
789042,2/2/2017 18:30,2/2/2017 18:38,480,E 39 St & 3 Ave,Broadway & W 36 St,Subscriber,Female,1988
533071,1/25/2017 8:54,1/25/2017 9:03,563,1 Ave & E 18 St,8 Ave & W 16 St,Subscriber,Male,1988
1161267,2/19/2017 12:05,2/19/2017 12:19,809,E 11 St & 1 Ave,Great Jones St,Subscriber,Female,1987
1460540,2/27/2017 16:24,2/27/2017 16:33,482,W 43 St & 10 Ave,8 Ave & W 52 St,Subscriber,Female,1985
413501,1/19/2017 18:05,1/19/2017 18:19,843,Division St & Bowery,Broadway & E 14 St,Subscriber,Male,1998
1774470,3/9/2017 9:20,3/9/2017 9:38,1071,William St & Pine St,W 14 St & The High Line,Subscriber,Male,1994
4245289,5/15/2017 12:54,5/15/2017 12:58,247,Court St & State St,Henry St & Degraw St,Subscriber,Male,1981
6636090,6/28/2017 8:35,6/28/2017 8:39,224,Broadway & W 41 St,Pershing Square North,Subscriber,Male,1991
4347329,5/17/2017 6:54,5/17/2017 6:59,344,2 Ave & E 96 St,Madison Ave & E 99 St,Subscriber,Male,1985
1723451,3/8/2017 8:03,3/8/2017 8:12,542,W 92 St & Broadway,Cathedral Pkwy & Broadway,Subscriber,Male,1950
5370049,6/5/2017 22:27,6/5/2017 22:44,1007,Broadway & Berry St,Lafayette Ave & Fort Greene Pl,Subscriber,Male,1984
5990561,6/16/2017 16:00,6/16/2017 16:28,1641,Broadway & W 49 St,Murray St & West St,Subscriber,Male,1971
945491,2/8/2017 16:16,2/8/2017 16:21,346,South End Ave & Liberty St,Bus Slip & State St,Subscriber,Female,1966
4605460,5/21/2017 13:49,5/21/2017 14:00,613,Allen St & Rivington St,E 23 St & 1 Ave,Subscriber,Male,1971
1257792,2/22/2017 7:32,2/22/2017 7:37,268,E 35 St & 3 Ave,E 47 St & 2 Ave,Subscriber,Male,1991
6471975,6/25/2017 15:29,6/25/2017 15:45,989,LaGuardia Pl & W 3 St,Suffolk St & Stanton St,Subscriber,Female,1971
5546689,6/9/2017 8:07,6/9/2017 8:12,282,Pier 40 - Hudson River Park,Carmine St & 6 Ave,Subscriber,Male,1991
2567163,4/10/2017 7:24,4/10/2017 7:30,349,Pershing Square North,2 Ave & E 31 St,Subscriber,Male,1975
5400568,6/6/2017 18:14,6/6/2017 18:29,893,W 20 St & 11 Ave,W 4 St & 7 Ave S,Subscriber,Female,1970
6437691,6/24/2017 20:49,6/24/2017 21:01,755,West St & Chambers St,Greenwich Ave & 8 Ave,Subscriber,Male,1981
594062,1/26/2017 21:36,1/26/2017 21:39,201,E 76 St & 3 Ave,E 80 St & 2 Ave,Subscriber,Male,1988
3419616,4/28/2017 12:22,4/28/2017 12:34,695,William St & Pine St,Murray St & West St,Subscriber,Male,1990
4432667,5/18/2017 12:10,5/18/2017 12:18,461,W 43 St & 6 Ave,W 43 St & 10 Ave,Subscriber,Male,1947
2783819,4/14/2017 9:11,4/14/2017 9:15,223,Columbus Ave & W 72 St,W 63 St & Broadway,Subscriber,Male,1974
6726492,6/29/2017 15:48,6/29/2017 16:01,797,Duane St & Greenwich St,South End Ave & Liberty St,Customer,,
2315732,4/3/2017 8:22,4/3/2017 8:26,262,Avenue D & E 12 St,E 20 St & FDR Drive,Subscriber,Male,1985
5689895,6/11/2017 15:21,6/11/2017 15:28,424,1 Ave & E 44 St,E 55 St & 2 Ave,Subscriber,Female,1956
5506007,6/8/2017 14:28,6/8/2017 14:38,612,5 Ave & E 88 St,Central Park North & Adam Clayton Powell Blvd,Customer,,
2394909,4/5/2017 9:33,4/5/2017 9:51,1091,West St & Chambers St,W 21 St & 6 Ave,Subscriber,Male,1951
6131499,6/19/2017 16:49,6/19/2017 16:59,584,Emerson Pl & Myrtle Ave,Myrtle Ave & Lewis Ave,Subscriber,Male,1962
273552,1/13/2017 17:34,1/13/2017 17:39,290,Broadway & W 60 St,Columbus Ave & W 72 St,Subscriber,Male,1972
5532513,6/8/2017 20:01,6/8/2017 20:04,157,Albany Ave & Fulton St,Lewis Ave & Decatur St,Subscriber,Male,1988
2452997,4/7/2017 8:03,4/7/2017 8:19,975,Cooper Square & E 7 St,Vesey Pl & River Terrace,Subscriber,Male,1960
5797031,6/13/2017 13:07,6/13/2017 13:12,302,W 55 St & 6 Ave,E 48 St & 5 Ave,Subscriber,Male,1942
4165560,5/12/2017 17:45,5/12/2017 18:04,1124,Little West St & 1 Pl,W 24 St & 7 Ave,Subscriber,Male,1993
246721,1/12/2017 22:20,1/12/2017 22:26,396,Pike St & E Broadway,Peck Slip & Front St,Subscriber,Male,1971
2618484,4/11/2017 7:32,4/11/2017 8:00,1682,Broadway & Roebling St,E 47 St & 2 Ave,Subscriber,Male,1986
588189,1/26/2017 18:32,1/26/2017 18:38,385,Hanson Pl & Ashland Pl,Washington Park,Subscriber,Male,1981
4412004,5/18/2017 6:15,5/18/2017 6:43,1727,W 74 St & Columbus Ave,West St & Chambers St,Subscriber,Male,1992
1277230,2/22/2017 16:47,2/22/2017 16:55,505,E 5 St & Avenue C,Washington Pl & 6 Ave,Subscriber,Male,1983
3989900,5/9/2017 17:38,5/9/2017 17:48,618,S Portland Ave & Hanson Pl,Carroll St & 6 Ave,Subscriber,,
6373271,6/23/2017 16:54,6/23/2017 17:17,1333,Broadway & W 60 St,E 20 St & Park Ave,Subscriber,Male,1981
5570249,6/9/2017 14:27,6/9/2017 14:32,293,Boerum St & Broadway,Hope St & Union Ave,Subscriber,Male,1982
6395164,6/24/2017 10:04,6/24/2017 10:15,683,Bushwick Ave & Powers St,Norman Ave & Leonard St - 2,Subscriber,Female,1981
1835694,3/11/2017 15:31,3/11/2017 15:37,349,W 16 St & The High Line,W 22 St & 8 Ave,Subscriber,Female,1962
4027948,5/10/2017 11:30,5/10/2017 11:42,714,Greenwich Ave & Charles St,W Broadway & Spring St,Subscriber,Female,1998
154707,1/10/2017 7:50,1/10/2017 7:53,189,DeKalb Ave & S Portland Ave,Fulton St & Rockwell Pl,Subscriber,Male,1985
2547596,4/9/2017 16:09,4/9/2017 16:21,765,E 10 St & Avenue A,Division St & Bowery,Subscriber,Male,1995
